# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
6.079999999999999849e-01 2.202000000000000068e-01
6.368000000000000327e-01 2.258999999999999897e-01
6.670000000000000373e-01 2.318999999999999950e-01
6.985999999999999988e-01 2.381000000000000061e-01
7.317000000000000171e-01 2.447000000000000008e-01
7.662999999999999812e-01 2.515999999999999903e-01
8.025999999999999801e-01 2.590000000000000080e-01
8.407000000000000028e-01 2.666999999999999926e-01
8.804999999999999494e-01 2.747999999999999887e-01
9.222000000000000197e-01 2.834999999999999742e-01
9.658999999999999808e-01 2.927000000000000157e-01
1.012000000000000011e+00 3.024000000000000021e-01
1.060000000000000053e+00 3.126999999999999780e-01
1.110000000000000098e+00 3.235999999999999988e-01
1.161999999999999922e+00 3.351000000000000090e-01
1.217000000000000082e+00 3.472000000000000086e-01
1.274999999999999911e+00 3.599999999999999867e-01
1.334999999999999964e+00 3.734000000000000097e-01
1.399000000000000021e+00 3.874000000000000221e-01
1.465000000000000080e+00 4.020000000000000240e-01
1.534000000000000030e+00 4.172000000000000153e-01
1.606999999999999984e+00 4.328000000000000180e-01
1.683000000000000052e+00 4.489000000000000212e-01
1.762999999999999901e+00 4.652999999999999914e-01
1.846000000000000085e+00 4.820999999999999730e-01
1.933999999999999941e+00 4.990999999999999881e-01
2.025999999999999801e+00 5.162999999999999812e-01
2.120999999999999996e+00 5.335999999999999632e-01
2.221999999999999975e+00 5.508999999999999453e-01
2.326999999999999957e+00 5.681000000000000494e-01
2.436999999999999833e+00 5.853000000000000425e-01
2.552999999999999936e+00 6.024000000000000465e-01
2.673999999999999932e+00 6.191999999999999726e-01
2.801000000000000156e+00 6.358000000000000318e-01
2.932999999999999829e+00 6.522000000000000020e-01
3.072000000000000064e+00 6.682000000000000162e-01
3.217999999999999972e+00 6.840000000000000524e-01
3.370000000000000107e+00 6.994000000000000217e-01
3.529999999999999805e+00 7.145000000000000240e-01
3.697000000000000064e+00 7.291999999999999593e-01
3.871999999999999886e+00 7.435000000000000497e-01
4.054999999999999716e+00 7.574999999999999512e-01
4.248000000000000220e+00 7.710000000000000187e-01
4.448999999999999844e+00 7.842000000000000082e-01
4.660000000000000142e+00 7.971000000000000307e-01
4.879999999999999893e+00 8.094999999999999973e-01
5.110999999999999766e+00 8.215999999999999970e-01
5.354000000000000092e+00 8.333000000000000407e-01
5.607000000000000206e+00 8.446000000000000174e-01
5.873000000000000220e+00 8.555000000000000382e-01
6.150999999999999801e+00 8.660999999999999810e-01
6.442000000000000171e+00 8.762999999999999678e-01
6.748000000000000220e+00 8.861999999999999877e-01
7.067000000000000171e+00 8.957000000000000517e-01
7.402000000000000135e+00 9.049000000000000377e-01
7.753000000000000114e+00 9.136999999999999567e-01
8.119999999999999218e+00 9.223000000000000087e-01
8.503999999999999559e+00 9.304999999999999938e-01
8.907000000000000028e+00 9.384000000000000119e-01
9.329000000000000625e+00 9.459999999999999520e-01
9.771000000000000796e+00 9.533000000000000362e-01
1.023000000000000043e+01 9.603000000000000425e-01
1.072000000000000064e+01 9.670999999999999597e-01
1.123000000000000043e+01 9.736000000000000210e-01
1.175999999999999979e+01 9.798999999999999932e-01
1.232000000000000028e+01 9.859999999999999876e-01
1.290000000000000036e+01 9.918000000000000149e-01
1.350999999999999979e+01 9.973999999999999533e-01
1.415000000000000036e+01 1.002999999999999892e+00
1.482000000000000028e+01 1.008000000000000007e+00
1.551999999999999957e+01 1.012999999999999901e+00
1.626000000000000156e+01 1.018000000000000016e+00
1.703000000000000114e+01 1.022999999999999909e+00
1.782999999999999829e+01 1.028000000000000025e+00
1.867999999999999972e+01 1.032000000000000028e+00
1.955999999999999872e+01 1.036999999999999922e+00
2.048999999999999844e+01 1.040999999999999925e+00
2.146000000000000085e+01 1.044999999999999929e+00
2.248000000000000043e+01 1.050000000000000044e+00
2.353999999999999915e+01 1.054000000000000048e+00
2.466000000000000014e+01 1.058000000000000052e+00
2.582999999999999829e+01 1.062999999999999945e+00
2.705000000000000071e+01 1.066999999999999948e+00
2.832999999999999829e+01 1.072000000000000064e+00
2.967000000000000171e+01 1.076000000000000068e+00
3.107999999999999829e+01 1.080999999999999961e+00
3.254999999999999716e+01 1.086000000000000076e+00
3.409000000000000341e+01 1.090999999999999970e+00
3.571000000000000085e+01 1.096999999999999975e+00
3.739999999999999858e+01 1.104000000000000092e+00
3.917000000000000171e+01 1.110999999999999988e+00
4.103000000000000114e+01 1.118999999999999995e+00
4.296999999999999886e+01 1.129000000000000004e+00
4.500999999999999801e+01 1.141000000000000014e+00
4.714000000000000057e+01 1.153999999999999915e+00
4.936999999999999744e+01 1.171000000000000041e+00
5.171000000000000085e+01 1.191000000000000059e+00
5.415999999999999659e+01 1.215999999999999970e+00
5.671999999999999886e+01 1.245999999999999996e+00
5.940999999999999659e+01 1.282000000000000028e+00
6.222999999999999687e+01 1.324999999999999956e+00
6.517000000000000171e+01 1.375999999999999890e+00
6.826000000000000512e+01 1.437000000000000055e+00
7.148999999999999488e+01 1.508000000000000007e+00
7.487999999999999545e+01 1.588999999999999968e+00
7.843000000000000682e+01 1.683000000000000052e+00
8.214000000000000057e+01 1.788000000000000034e+00
8.603000000000000114e+01 1.905999999999999917e+00
9.010999999999999943e+01 2.035000000000000142e+00
9.437999999999999545e+01 2.176000000000000156e+00
9.884999999999999432e+01 2.327999999999999847e+00
1.035000000000000000e+02 2.490000000000000213e+00
1.084000000000000057e+02 2.661999999999999922e+00
1.135999999999999943e+02 2.838999999999999968e+00
1.190000000000000000e+02 3.023000000000000131e+00
1.245999999999999943e+02 3.212000000000000188e+00
1.305000000000000000e+02 3.403999999999999915e+00
1.366999999999999886e+02 3.597999999999999865e+00
1.430999999999999943e+02 3.794999999999999929e+00
1.499000000000000057e+02 3.991000000000000103e+00
1.570000000000000000e+02 4.187999999999999723e+00
1.645000000000000000e+02 4.384999999999999787e+00
1.723000000000000114e+02 4.581999999999999851e+00
1.804000000000000057e+02 4.777000000000000135e+00
1.890000000000000000e+02 4.972999999999999865e+00
1.979000000000000057e+02 5.166999999999999815e+00
2.073000000000000114e+02 5.360999999999999766e+00
2.170999999999999943e+02 5.557000000000000384e+00
2.274000000000000057e+02 5.753000000000000114e+00
2.381999999999999886e+02 5.950000000000000178e+00
2.495000000000000000e+02 6.149000000000000021e+00
2.613000000000000114e+02 6.350999999999999979e+00
2.736000000000000227e+02 6.554999999999999716e+00
2.866000000000000227e+02 6.761999999999999567e+00
3.001999999999999886e+02 6.974000000000000199e+00
3.143999999999999773e+02 7.190000000000000391e+00
3.293000000000000114e+02 7.411999999999999922e+00
3.448999999999999773e+02 7.639000000000000234e+00
3.611999999999999886e+02 7.873999999999999666e+00
3.783000000000000114e+02 8.115000000000000213e+00
3.963000000000000114e+02 8.364000000000000767e+00
4.150000000000000000e+02 8.621000000000000441e+00
4.346999999999999886e+02 8.887000000000000455e+00
4.553000000000000114e+02 9.163000000000000256e+00
4.768999999999999773e+02 9.448999999999999844e+00
4.995000000000000000e+02 9.746000000000000441e+00
5.231000000000000227e+02 1.005000000000000071e+01
5.478999999999999773e+02 1.038000000000000078e+01
5.737999999999999545e+02 1.071000000000000085e+01
6.010000000000000000e+02 1.106000000000000050e+01
6.295000000000000000e+02 1.141999999999999993e+01
6.592999999999999545e+02 1.180000000000000071e+01
6.906000000000000227e+02 1.219999999999999929e+01
7.232999999999999545e+02 1.260999999999999943e+01
7.575000000000000000e+02 1.303999999999999915e+01
7.933999999999999773e+02 1.349000000000000021e+01
8.310000000000000000e+02 1.396000000000000085e+01
8.703999999999999773e+02 1.446000000000000085e+01
9.116000000000000227e+02 1.498000000000000043e+01
9.547999999999999545e+02 1.551999999999999957e+01
1.000000000000000000e+03 1.608999999999999986e+01
-----------------------


Mobility *N (1/m/V/s)
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 1.775999999999999953e+25
1.047000000000000014e-01 1.714999999999999942e+25
1.097000000000000058e-01 1.655999999999999977e+25
1.149000000000000021e-01 1.597999999999999927e+25
1.203000000000000042e-01 1.541999999999999924e+25
1.260000000000000009e-01 1.487999999999999966e+25
1.320000000000000062e-01 1.434999999999999925e+25
1.383000000000000063e-01 1.385000000000000060e+25
1.448000000000000120e-01 1.335999999999999896e+25
1.517000000000000015e-01 1.289999999999999909e+25
1.589000000000000135e-01 1.247000000000000098e+25
1.663999999999999924e-01 1.204999999999999988e+25
1.743000000000000105e-01 1.166000000000000055e+25
1.824999999999999956e-01 1.128000000000000037e+25
1.912000000000000088e-01 1.092999999999999981e+25
2.001999999999999891e-01 1.059999999999999971e+25
2.096999999999999975e-01 1.029000000000000008e+25
2.195999999999999897e-01 9.996000000000000814e+24
2.300000000000000100e-01 9.720000000000000889e+24
2.409000000000000030e-01 9.458999999999999700e+24
2.524000000000000132e-01 9.213000000000000468e+24
2.642999999999999794e-01 8.979999999999999925e+24
2.767999999999999905e-01 8.758999999999999658e+24
2.898999999999999910e-01 8.549999999999999669e+24
3.037000000000000255e-01 8.350999999999999910e+24
3.180999999999999939e-01 8.160999999999999822e+24
3.331000000000000072e-01 7.980000000000000478e+24
3.488999999999999879e-01 7.805999999999999685e+24
3.654000000000000026e-01 7.638999999999999591e+24
3.826999999999999846e-01 7.479000000000000195e+24
4.008999999999999786e-01 7.324999999999999864e+24
4.198999999999999955e-01 7.176000000000000185e+24
4.398000000000000242e-01 7.032000000000000084e+24
4.606000000000000094e-01 6.892000000000000075e+24
4.823999999999999955e-01 6.756999999999999646e+24
5.052999999999999714e-01 6.624999999999999822e+24
5.292000000000000037e-01 6.495999999999999530e+24
5.543000000000000149e-01 6.371000000000000405e+24
5.805000000000000160e-01 6.248999999999999738e+24
6.079999999999999849e-01 6.129000000000000191e+24
6.368000000000000327e-01 6.012000000000000176e+24
6.670000000000000373e-01 5.897000000000000208e+24
6.985999999999999988e-01 5.784999999999999771e+24
7.317000000000000171e-01 5.673999999999999895e+24
7.662999999999999812e-01 5.565000000000000065e+24
8.025999999999999801e-01 5.456999999999999721e+24
8.407000000000000028e-01 5.351000000000000497e+24
8.804999999999999494e-01 5.247000000000000245e+24
9.222000000000000197e-01 5.142999999999999994e+24
9.658999999999999808e-01 5.040999999999999788e+24
1.012000000000000011e+00 4.938999999999999583e+24
1.060000000000000053e+00 4.839000000000000497e+24
1.110000000000000098e+00 4.738999999999999801e+24
1.161999999999999922e+00 4.640000000000000201e+24
1.217000000000000082e+00 4.542000000000000088e+24
1.274999999999999911e+00 4.443999999999999975e+24
1.334999999999999964e+00 4.347999999999999908e+24
1.399000000000000021e+00 4.251999999999999841e+24
1.465000000000000080e+00 4.156999999999999797e+24
1.534000000000000030e+00 4.063999999999999799e+24
1.606999999999999984e+00 3.970999999999999801e+24
1.683000000000000052e+00 3.879999999999999849e+24
1.762999999999999901e+00 3.790999999999999943e+24
1.846000000000000085e+00 3.703000000000000061e+24
1.933999999999999941e+00 3.617000000000000224e+24
2.025999999999999801e+00 3.533999999999999920e+24
2.120999999999999996e+00 3.452000000000000176e+24
2.221999999999999975e+00 3.371999999999999941e+24
2.326999999999999957e+00 3.294999999999999776e+24
2.436999999999999833e+00 3.219000000000000170e+24
2.552999999999999936e+00 3.147000000000000120e+24
2.673999999999999932e+00 3.076000000000000092e+24
2.801000000000000156e+00 3.008000000000000134e+24
2.932999999999999829e+00 2.942000000000000222e+24
3.072000000000000064e+00 2.878999999999999843e+24
3.217999999999999972e+00 2.817000000000000023e+24
3.370000000000000107e+00 2.757999999999999736e+24
3.529999999999999805e+00 2.701000000000000031e+24
3.697000000000000064e+00 2.645999999999999836e+24
3.871999999999999886e+00 2.593000000000000224e+24
4.054999999999999716e+00 2.542000000000000122e+24
4.248000000000000220e+00 2.492000000000000042e+24
4.448999999999999844e+00 2.444000000000000008e+24
4.660000000000000142e+00 2.398000000000000021e+24
4.879999999999999893e+00 2.354000000000000080e+24
5.110999999999999766e+00 2.310999999999999893e+24
5.354000000000000092e+00 2.268999999999999998e+24
5.607000000000000206e+00 2.228999999999999880e+24
5.873000000000000220e+00 2.190000000000000055e+24
6.150999999999999801e+00 2.153000000000000006e+24
6.442000000000000171e+00 2.115999999999999958e+24
6.748000000000000220e+00 2.080999999999999956e+24
7.067000000000000171e+00 2.048000000000000000e+24
7.402000000000000135e+00 2.015000000000000044e+24
7.753000000000000114e+00 1.984000000000000134e+24
8.119999999999999218e+00 1.952999999999999956e+24
8.503999999999999559e+00 1.924000000000000092e+24
8.907000000000000028e+00 1.895999999999999983e+24
9.329000000000000625e+00 1.868999999999999897e+24
9.771000000000000796e+00 1.842000000000000080e+24
1.023000000000000043e+01 1.817000000000000040e+24
1.072000000000000064e+01 1.793000000000000023e+24
1.123000000000000043e+01 1.769000000000000006e+24
1.175999999999999979e+01 1.746000000000000013e+24
1.232000000000000028e+01 1.725000000000000065e+24
1.290000000000000036e+01 1.703000000000000094e+24
1.350999999999999979e+01 1.682999999999999901e+24
1.415000000000000036e+01 1.662999999999999977e+24
1.482000000000000028e+01 1.644000000000000075e+24
1.551999999999999957e+01 1.625999999999999929e+24
1.626000000000000156e+01 1.608000000000000050e+24
1.703000000000000114e+01 1.590999999999999927e+24
1.782999999999999829e+01 1.575000000000000094e+24
1.867999999999999972e+01 1.558999999999999994e+24
1.955999999999999872e+01 1.543999999999999916e+24
2.048999999999999844e+01 1.528000000000000084e+24
2.146000000000000085e+01 1.514000000000000029e+24
2.248000000000000043e+01 1.499999999999999975e+24
2.353999999999999915e+01 1.485999999999999920e+24
2.466000000000000014e+01 1.472000000000000134e+24
2.582999999999999829e+01 1.459000000000000103e+24
2.705000000000000071e+01 1.445000000000000048e+24
2.832999999999999829e+01 1.433000000000000040e+24
2.967000000000000171e+01 1.420000000000000008e+24
3.107999999999999829e+01 1.406999999999999977e+24
3.254999999999999716e+01 1.394999999999999969e+24
3.409000000000000341e+01 1.382999999999999960e+24
3.571000000000000085e+01 1.369999999999999929e+24
3.739999999999999858e+01 1.357999999999999920e+24
3.917000000000000171e+01 1.345999999999999912e+24
4.103000000000000114e+01 1.333999999999999904e+24
4.296999999999999886e+01 1.320999999999999872e+24
4.500999999999999801e+01 1.309000000000000132e+24
4.714000000000000057e+01 1.296000000000000101e+24
4.936999999999999744e+01 1.283000000000000069e+24
5.171000000000000085e+01 1.271000000000000061e+24
5.415999999999999659e+01 1.257000000000000006e+24
5.671999999999999886e+01 1.244999999999999998e+24
5.940999999999999659e+01 1.231999999999999966e+24
6.222999999999999687e+01 1.218999999999999935e+24
6.517000000000000171e+01 1.206000000000000038e+24
6.826000000000000512e+01 1.194000000000000029e+24
7.148999999999999488e+01 1.180999999999999998e+24
7.487999999999999545e+01 1.167999999999999966e+24
7.843000000000000682e+01 1.154999999999999935e+24
8.214000000000000057e+01 1.143000000000000061e+24
8.603000000000000114e+01 1.131000000000000052e+24
9.010999999999999943e+01 1.119000000000000044e+24
9.437999999999999545e+01 1.107000000000000036e+24
9.884999999999999432e+01 1.096000000000000050e+24
1.035000000000000000e+02 1.085000000000000065e+24
1.084000000000000057e+02 1.073999999999999945e+24
1.135999999999999943e+02 1.062999999999999960e+24
1.190000000000000000e+02 1.052999999999999998e+24
1.245999999999999943e+02 1.043000000000000036e+24
1.305000000000000000e+02 1.032999999999999939e+24
1.366999999999999886e+02 1.022999999999999977e+24
1.430999999999999943e+02 1.013000000000000015e+24
1.499000000000000057e+02 1.003999999999999941e+24
1.570000000000000000e+02 9.947999999999999706e+23
1.645000000000000000e+02 9.856000000000000000e+23
1.723000000000000114e+02 9.766000000000000608e+23
1.804000000000000057e+02 9.675000000000000388e+23
1.890000000000000000e+02 9.584999999999999654e+23
1.979000000000000057e+02 9.495999999999999748e+23
2.073000000000000114e+02 9.406000000000000357e+23
2.170999999999999943e+02 9.317000000000000451e+23
2.274000000000000057e+02 9.226999999999999717e+23
2.381999999999999886e+02 9.137999999999999811e+23
2.495000000000000000e+02 9.049999999999999392e+23
2.613000000000000114e+02 8.960000000000000000e+23
2.736000000000000227e+02 8.871000000000000094e+23
2.866000000000000227e+02 8.780999999999999360e+23
3.001999999999999886e+02 8.690999999999999969e+23
3.143999999999999773e+02 8.602000000000000063e+23
3.293000000000000114e+02 8.511999999999999329e+23
3.448999999999999773e+02 8.421999999999999937e+23
3.611999999999999886e+02 8.333000000000000031e+23
3.783000000000000114e+02 8.243000000000000640e+23
3.963000000000000114e+02 8.152999999999999906e+23
4.150000000000000000e+02 8.063000000000000514e+23
4.346999999999999886e+02 7.972999999999999780e+23
4.553000000000000114e+02 7.881999999999999560e+23
4.768999999999999773e+02 7.792000000000000168e+23
4.995000000000000000e+02 7.700999999999999948e+23
5.231000000000000227e+02 7.609999999999999727e+23
5.478999999999999773e+02 7.518999999999999507e+23
5.737999999999999545e+02 7.428000000000000629e+23
6.010000000000000000e+02 7.337000000000000409e+23
6.295000000000000000e+02 7.246000000000000189e+23
6.592999999999999545e+02 7.154999999999999969e+23
6.906000000000000227e+02 7.063999999999999748e+23
7.232999999999999545e+02 6.972999999999999528e+23
7.575000000000000000e+02 6.882000000000000650e+23
7.933999999999999773e+02 6.791000000000000430e+23
8.310000000000000000e+02 6.700000000000000210e+23
8.703999999999999773e+02 6.609999999999999476e+23
9.116000000000000227e+02 6.520000000000000084e+23
9.547999999999999545e+02 6.429999999999999350e+23
1.000000000000000000e+03 6.340999999999999444e+23
-----------------------


Diffusion coefficient *N (1/m/s)
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 1.056999999999999956e+24
1.047000000000000014e-01 1.059000000000000002e+24
1.097000000000000058e-01 1.061999999999999937e+24
1.149000000000000021e-01 1.063999999999999983e+24
1.203000000000000042e-01 1.067000000000000052e+24
1.260000000000000009e-01 1.068999999999999964e+24
1.320000000000000062e-01 1.072000000000000034e+24
1.383000000000000063e-01 1.074999999999999969e+24
1.448000000000000120e-01 1.077000000000000015e+24
1.517000000000000015e-01 1.079999999999999950e+24
1.589000000000000135e-01 1.083000000000000019e+24
1.663999999999999924e-01 1.085000000000000065e+24
1.743000000000000105e-01 1.088000000000000000e+24
1.824999999999999956e-01 1.090999999999999935e+24
1.912000000000000088e-01 1.092999999999999981e+24
2.001999999999999891e-01 1.096000000000000050e+24
2.096999999999999975e-01 1.098999999999999985e+24
2.195999999999999897e-01 1.102000000000000055e+24
2.300000000000000100e-01 1.103999999999999966e+24
2.409000000000000030e-01 1.107000000000000036e+24
2.524000000000000132e-01 1.109999999999999971e+24
2.642999999999999794e-01 1.113000000000000040e+24
2.767999999999999905e-01 1.114999999999999952e+24
2.898999999999999910e-01 1.118000000000000021e+24
3.037000000000000255e-01 1.120999999999999956e+24
3.180999999999999939e-01 1.124000000000000025e+24
3.331000000000000072e-01 1.126999999999999960e+24
3.488999999999999879e-01 1.130000000000000029e+24
3.654000000000000026e-01 1.132999999999999964e+24
3.826999999999999846e-01 1.137000000000000057e+24
4.008999999999999786e-01 1.139999999999999992e+24
4.198999999999999955e-01 1.143999999999999950e+24
4.398000000000000242e-01 1.147000000000000019e+24
4.606000000000000094e-01 1.150999999999999977e+24
4.823999999999999955e-01 1.154999999999999935e+24
5.052999999999999714e-01 1.159000000000000027e+24
5.292000000000000037e-01 1.162999999999999985e+24
5.543000000000000149e-01 1.167999999999999966e+24
5.805000000000000160e-01 1.172000000000000059e+24
6.079999999999999849e-01 1.177000000000000040e+24
6.368000000000000327e-01 1.182000000000000021e+24
6.670000000000000373e-01 1.188000000000000025e+24
6.985999999999999988e-01 1.194000000000000029e+24
7.317000000000000171e-01 1.200000000000000034e+24
7.662999999999999812e-01 1.207000000000000061e+24
8.025999999999999801e-01 1.214000000000000088e+24
8.407000000000000028e-01 1.220999999999999981e+24
8.804999999999999494e-01 1.228999999999999897e+24
9.222000000000000197e-01 1.238000000000000105e+24
9.658999999999999808e-01 1.247000000000000044e+24
1.012000000000000011e+00 1.257000000000000006e+24
1.060000000000000053e+00 1.266999999999999969e+24
1.110000000000000098e+00 1.277999999999999954e+24
1.161999999999999922e+00 1.289999999999999962e+24
1.217000000000000082e+00 1.301999999999999971e+24
1.274999999999999911e+00 1.315000000000000002e+24
1.334999999999999964e+00 1.329000000000000057e+24
1.399000000000000021e+00 1.343000000000000111e+24
1.465000000000000080e+00 1.357999999999999920e+24
1.534000000000000030e+00 1.372999999999999998e+24
1.606999999999999984e+00 1.389000000000000099e+24
1.683000000000000052e+00 1.404999999999999931e+24
1.762999999999999901e+00 1.421000000000000031e+24
1.846000000000000085e+00 1.437999999999999887e+24
1.933999999999999941e+00 1.453999999999999987e+24
2.025999999999999801e+00 1.471000000000000111e+24
2.120999999999999996e+00 1.487999999999999966e+24
2.221999999999999975e+00 1.504000000000000067e+24
2.326999999999999957e+00 1.519999999999999899e+24
2.436999999999999833e+00 1.536000000000000000e+24
2.552999999999999936e+00 1.551000000000000078e+24
2.673999999999999932e+00 1.566999999999999910e+24
2.801000000000000156e+00 1.580999999999999964e+24
2.932999999999999829e+00 1.595000000000000019e+24
3.072000000000000064e+00 1.609000000000000073e+24
3.217999999999999972e+00 1.622000000000000105e+24
3.370000000000000107e+00 1.634000000000000113e+24
3.529999999999999805e+00 1.646000000000000122e+24
3.697000000000000064e+00 1.658000000000000130e+24
3.871999999999999886e+00 1.668000000000000092e+24
4.054999999999999716e+00 1.679000000000000078e+24
4.248000000000000220e+00 1.688000000000000017e+24
4.448999999999999844e+00 1.696999999999999956e+24
4.660000000000000142e+00 1.705999999999999895e+24
4.879999999999999893e+00 1.714000000000000080e+24
5.110999999999999766e+00 1.721999999999999996e+24
5.354000000000000092e+00 1.728999999999999889e+24
5.607000000000000206e+00 1.735000000000000027e+24
5.873000000000000220e+00 1.740999999999999897e+24
6.150999999999999801e+00 1.747000000000000036e+24
6.442000000000000171e+00 1.751999999999999883e+24
6.748000000000000220e+00 1.756999999999999998e+24
7.067000000000000171e+00 1.762000000000000113e+24
7.402000000000000135e+00 1.765999999999999937e+24
7.753000000000000114e+00 1.770000000000000029e+24
8.119999999999999218e+00 1.773000000000000099e+24
8.503999999999999559e+00 1.775999999999999899e+24
8.907000000000000028e+00 1.778999999999999969e+24
9.329000000000000625e+00 1.781000000000000015e+24
9.771000000000000796e+00 1.784000000000000084e+24
1.023000000000000043e+01 1.786000000000000130e+24
1.072000000000000064e+01 1.787999999999999908e+24
1.123000000000000043e+01 1.788999999999999931e+24
1.175999999999999979e+01 1.789999999999999954e+24
1.232000000000000028e+01 1.790999999999999977e+24
1.290000000000000036e+01 1.792000000000000000e+24
1.350999999999999979e+01 1.793000000000000023e+24
1.415000000000000036e+01 1.794000000000000046e+24
1.482000000000000028e+01 1.794000000000000046e+24
1.551999999999999957e+01 1.794000000000000046e+24
1.626000000000000156e+01 1.794000000000000046e+24
1.703000000000000114e+01 1.794000000000000046e+24
1.782999999999999829e+01 1.794000000000000046e+24
1.867999999999999972e+01 1.793000000000000023e+24
1.955999999999999872e+01 1.793000000000000023e+24
2.048999999999999844e+01 1.792000000000000000e+24
2.146000000000000085e+01 1.790999999999999977e+24
2.248000000000000043e+01 1.789999999999999954e+24
2.353999999999999915e+01 1.788999999999999931e+24
2.466000000000000014e+01 1.787999999999999908e+24
2.582999999999999829e+01 1.786000000000000130e+24
2.705000000000000071e+01 1.785000000000000107e+24
2.832999999999999829e+01 1.783000000000000061e+24
2.967000000000000171e+01 1.781000000000000015e+24
3.107999999999999829e+01 1.779999999999999992e+24
3.254999999999999716e+01 1.777999999999999945e+24
3.409000000000000341e+01 1.775999999999999899e+24
3.571000000000000085e+01 1.774000000000000122e+24
3.739999999999999858e+01 1.773000000000000099e+24
3.917000000000000171e+01 1.771000000000000052e+24
4.103000000000000114e+01 1.770000000000000029e+24
